"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2012-07",,,"563","3,S","0",",S","0",",S","0","3,S","0","3,S","0",",S","31",",S","13",",S","79","3,S,31,+","0.00",",,S,31,+","99",",S,20,","0","S","0",",S","0.00",",,,S","85.1","3,S","90.0",",,,S","80.2","3,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2012-08",,,,,"0","1,S","0","1,S",,,,,"0","2,S","29","2,S","2","2,S",,,"0.00","1,,S,31,+","92","2,S,04,",,,,,"0.00","1,,,S",,,"87.8","2,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2012-09",,,"521","3,S","0","2,S","0","2,S","0","2,S","0","2,S","0","2,S","28","2,S","18","2,S","75","2,S,03,+","0.00","2,,S,30,+","96","2,S,08,",,,"0","2,S","0.00","2,,,S","84.4","3,S","90.8","2,,,S","77.9","2,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2012-10",,,"513","3,S","0","1,S","0","1,S","0","2,S","0","2,S","0","2,S","29","2,S","17","2,S","72","2,S,26,","0.00","1,,S,31,+","101","2,S,03,",,,"0","2,S","0.00","1,,,S","83.3","3,S","91.4","2,,,S","75.2","2,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2012-11",,,"369","4,S","0",",S","0",",S","0","4,S","0","4,S","0","1,S","29","1,S","3","1,S","66","4,S,30,","0.00",",,S,30,+","92","1,S,18,+",,,"0","1,S","0.00",",,,S","79.1","4,S","87.0","1,,,S","71.2","4,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2012-12",,,,,"3","4,S","2","4,S",,,,,"0","1,S","28","1,S","0","1,S",,,"0.83","4,,S,18,","85","1,S,10,",,,,,"1.18","4,,,S",,,"78.4","1,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2013-01","81","S","81","4,S","0","1,S","0","1,S","0","3,S","0","3,S","0","1,S","29","1,S","0","1,S","48","3,S,17,","0.00","1,,S,31,+","81","1,S,07,",,,"20","1,S","0.00","1,,,S","67.2","4,S","75.9","1,,,S","58.5","3,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2013-02","216","S","135","3,S","2",",S","2",",S","0","3,S","0","3,S","0",",S","27",",S","0",",S","54","3,S,05,","1.14",",,S,26,","83",",S,28,",,,"2",",S","1.30",",,,S","70.3","3,S","78.0",",,,S","62.5","3,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2013-03",,,,,"0","2,S","0","2,S","0","3,S","0","3,S","0","4,S","27","4,S","0","4,S","61","3,S,03,","0.00","2,,S,31,+","88","4,S,07,",,,,,"0.00","2,,,S","76.5","6,S","84.5","4,,,S","68.5","3,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2013-04",,,,,"1",",S","1",",S","0","1,S","0","1,S",,,,,,,"68","1,S,08,","1.77",",,S,08,",,,,,,,"1.77",",,,S",,,,,"73.3","1,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2022-05",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"100","4,S,13,",,,,,,,,,"94.6","4,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2022-06",,,,,,,,,,,,,"0","2,S","28","2,S","28","2,S",,,,,"98","2,S,04,",,,,,,,,,"93.2","2,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2022-07",,,,,"5","2,S","2","2,S",,,,,"0","2,S","29","2,S","13","2,S",,,"1.34","2,,S,05,","95","2,S,19,+",,,,,"1.81","2,,,S",,,"90.2","2,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2022-08",,,,,,,,,,,,,"0","4,S","27","4,S","15","4,S",,,,,"95","4,S,11,+",,,,,,,,,"90.6","4,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2022-09",,,,,,,,,,,,,"0","1,S","29","1,S","11","1,S",,,,,"93","1,S,11,+",,,,,,,,,"89.8","1,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2022-10",,,,,,,,,,,,,"0","5,S","26","5,S","12","5,S",,,,,"99","5,S,09,",,,,,,,,,"91.3","5,,,S",,
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-01","15",,"15","5,S","2","5,S","1","5,S","0","5,S","0","5,S","0",",S","21",",S","0",",S","37","5,S,15,","0.83","5,,S,19,","81",",S,01,",,,"119",",S","0.87","5,,,S","60.5","5,S","72.9",",,,S","48.1","5,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-02","128",,"113","5,S","0","5,S","0","5,S","0","5,S","0","5,S","0",",S","28",",S","0",",S","54","5,S,04,+","0.00","5,,S,28,+","88",",S,18,",,,"0",",S","0.00","5,,,S","69.9","5,S","82.0",",,,S","57.8","5,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-03","348",,"220","5,S","1","4,S","1","4,S","0","4,S","0","4,S","0","1,S","30","1,S","1","1,S","59","4,S,27,+","0.35","4,,S,22,","90","1,S,05,",,,"0","1,S","0.35","4,,,S","73.6","5,S","84.7","1,,,S","62.4","4,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-04","709",,"362","2,S","1","2,S","0","2,S","0","2,S","0","2,S","0",",S","30",",S","7",",S","61","2,S,05,","0.04","2,,S,30,","96",",S,23,+",,,"0",",S","0.04","2,,,S","78.0","2,S","88.5",",,,S","67.6","2,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-05","1275",,"565","2,S","0","2,S","0","2,S","0","2,S","0","2,S","0",",S","31",",S","28",",S","67","2,S,01,","0.00","2,,S,31,+","101",",S,27,",,,"0",",S","0.00","2,,,S","84.5","2,S","94.9",",,,S","74.2","2,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-06",,,,,"0","5,S","0","5,S","0","5,S","0","5,S","0","3,S","27","3,S","27","3,S","76","5,S,20,","0.00","5,,S,30,+","103","3,S,06,",,,,,"0.00","5,,,S","86.7","7,S","95.7","3,,,S","77.6","5,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-07",,,,,"1","2,S","1","2,S","0","2,S","0","2,S","0","4,S","27","4,S","26","4,S","74","2,S,30,+","0.20","2,,S,30,","96","4,S,03,",,,,,"0.20","2,,,S","84.5","6,S","92.3","4,,,S","76.7","2,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-08",,,"466","3,S","0","2,S","0","2,S","0","2,S","0","2,S","0","1,S","30","1,S","9","1,S","72","2,S,31,+","0.00","2,,S,31,+","92","1,S,14,",,,"0","1,S","0.00","2,,,S","81.6","3,S","89.3","1,,,S","74.0","2,,,S"
"PKM00041756","JIWANI, PK","25.068","61.805","58.0","2023-09",,,,,,,,,,,,,"0","3,S","27","3,S","16","3,S",,,,,"101","3,S,29,",,,,,,,,,"91.6","3,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2001-02",,,,,,,,,"0","2,I","6","2,I",,,,,,,"24","2,I,01,",,,,,,,,,,,,,,,"36.7","2,,,I"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2001-11",,,,,,,,,,,,,"0","4,I","20","4,I","0","4,I",,,,,"84","4,I,14,+",,,,,,,,,"74.1","4,,,I",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2002-03",,,,,,,,,,,,,"0","3,I","19","3,I","0","3,I",,,,,"84","3,I,18,",,,,,,,,,"73.9","3,,,I",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2002-04",,,,,,,,,"0","4,I","0","4,I","0","3,I","26","3,I","4","3,I","46","4,I,07,",,,"93","3,I,30,",,,,,,,"70.4","6,I","83.8","3,,,I","57.0","4,,,I"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2002-10",,,,,"1","3,I","1","3,I",,,,,"0","5,I","25","5,I","0","5,I",,,"0.51","3,,I,21,","90","5,I,09,+",,,,,"0.51","3,,,I",,,"82.9","5,,,I",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2002-11",,,,,,,,,,,,,"0","5,I","12","5,I","0","5,I",,,,,"81","5,I,03,",,,,,,,,,"70.6","5,,,I",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2003-04",,,,,,,,,,,,,"0","4,I","25","4,I","8","4,I",,,,,"95","4,I,29,",,,,,,,,,"84.3","4,,,I",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2003-05",,,,,"0","4,I","0","4,I",,,,,,,,,,,,,"0.00","4,,I,31,+",,,,,,,"0.00","4,,,I",,,,,,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2003-08",,,,,,,,,,,,,"0","2,I","29","2,I","25","2,I",,,,,"101","2,I,09,",,,,,,,,,"94.6","2,,,I",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2004-07",,,,,"1","5,S","1","5,S",,,,,,,,,,,,,"1.46","5,,S,05,",,,,,,,"1.46","5,,,S",,,,,,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2004-08",,,,,"2","1,S","1","1,S","0","5,S","0","5,S","0","3,S","28","3,S","26","3,S","65","5,S,04,+","0.12","1,,S,03,","100","3,S,06,",,,,,"0.16","1,,,S","83.4","7,S","96.6","3,,,S","70.3","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2004-09",,,,,"0","3,S","0","3,S","0","5,S","0","5,S","0","5,S","25","5,S","17","5,S","54","5,S,25,","0.00","3,,S,30,+","100","5,S,10,+",,,,,"0.00","3,,,S","79.0","0,S","94.0","5,,,S","64.0","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2004-10",,,,,,,,,,,,,"0","5,S","25","5,S","2","5,S",,,,,"91","5,S,06,+",,,,,,,,,"80.6","5,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2004-11",,,,,,,,,,,,,"0","1,S","25","1,S","0","1,S",,,,,"88","1,S,07,",,,,,,,,,"76.1","1,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-01",,,,,,,,,,,,,"0","5,S","0","5,S","0","5,S",,,,,"62","5,S,07,",,,,,,,,,"52.4","5,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-02",,,,,,,,,,,,,"0","4,S","0","4,S","0","4,S",,,,,"64","4,S,22,",,,,,,,,,"54.8","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-03",,,,,,,,,,,,,"0","4,S","17","4,S","0","4,S",,,,,"86","4,S,13,",,,,,,,,,"72.2","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-04",,,,,"2","5,S","1","5,S","0","5,S","0","5,S",,,,,,,"45","5,S,10,+","0.35","5,,S,25,",,,,,,,"0.39","5,,,S",,,,,"51.8","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-06",,,,,,,,,,,,,"0","3,S","27","3,S","23","3,S",,,,,"116","3,S,23,",,,,,,,,,"98.2","3,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-07",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"105","4,S,22,",,,,,,,,,"97.7","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-08",,,,,,,,,"0","4,S","0","4,S","0","3,S","28","3,S","27","3,S","60","4,S,09,",,,"106","3,S,05,",,,,,,,"84.4","6,S","98.2","3,,,S","70.6","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-09",,,"373","4,S",,,,,"0","2,S","0","2,S","0","3,S","27","3,S","22","3,S","58","2,S,30,",,,"99","3,S,02,",,,"0","3,S",,,"79.1","4,S","92.7","3,,,S","65.5","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-10",,,,,,,,,,,,,"0","3,S","28","3,S","6","3,S",,,,,"91","3,S,09,+",,,,,,,,,"83.9","3,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2005-11",,,"0","4,S",,,,,"0","2,S","2","2,S","0","2,S","15","2,S","0","2,S","27","2,S,29,",,,"79","2,S,02,",,,"270","2,S",,,"54.6","4,S","69.2","2,,,S","40.0","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-02",,,,,,,,,"0","4,S","0","4,S","0","3,S","17","3,S","0","3,S","35","4,S,02,",,,"79","3,S,11,",,,,,,,"56.2","6,S","70.9","3,,,S","41.5","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-03",,,,,,,,,"0","5,S","0","5,S","0","2,S","14","2,S","0","2,S","35","5,S,08,",,,"83","2,S,31,",,,,,,,"55.8","7,S","70.5","2,,,S","41.0","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-06",,,,,,,,,"0","3,S","0","3,S",,,,,,,"59","3,S,27,",,,,,,,,,,,,,,,"66.3","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-07",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"110","4,S,09,",,,,,,,,,"101.7","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-09",,,,,,,,,"0","2,S","0","2,S","0","5,S","25","5,S","16","5,S","52","2,S,24,",,,"96","5,S,11,+",,,,,,,"75.8","7,S","91.3","5,,,S","60.3","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-10",,,"123","4,S",,,,,"0","2,S","0","2,S","0","2,S","29","2,S","8","2,S","48","2,S,31,+",,,"94","2,S,05,",,,"7","2,S",,,"69.1","4,S","85.6","2,,,S","52.6","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-11",,,"0","5,S",,,,,"0","3,S","4","3,S","0","2,S","13","2,S","0","2,S","28","3,S,25,",,,"82","2,S,06,+",,,"255","2,S",,,"54.7","5,S","69.3","2,,,S","40.1","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2006-12",,,"0","4,S",,,,,"0","3,S","25","3,S","0","1,S","1","1,S","0","1,S","21","3,S,08,",,,"72","1,S,18,",,,"590","1,S",,,"43.0","4,S","57.0","1,,,S","28.9","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-01","0","S","0","5,S",,,,,"0","2,S","27","2,S","0","3,S","0","3,S","0","3,S","21","2,S,22,+",,,"69","3,S,31,",,,"598","3,S",,,"42.1","5,S","57.6","3,,,S","26.7","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-02",,,,,,,,,"0","1,S","8","1,S",,,,,,,"31","1,S,23,+",,,,,,,,,,,,,,,"34.3","1,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-03",,,,,,,,,,,,,"0","1,S","13","1,S","0","1,S",,,,,"89","1,S,30,",,,,,,,,,"69.6","1,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-04",,,"172","5,S",,,,,"0","1,S","0","1,S","0","4,S","25","4,S","15","4,S","39","1,S,03,",,,"97","4,S,28,",,,"16","4,S",,,"70.9","5,S","89.0","4,,,S","52.8","1,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-05",,,,,,,,,"0","5,S","0","5,S","0","2,S","29","2,S","23","2,S","55","5,S,29,+",,,"100","2,S,14,",,,,,,,"76.7","7,S","93.9","2,,,S","59.5","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-06",,,,,,,,,"0","5,S","0","5,S","0","4,S","26","4,S","23","4,S","61","5,S,03,",,,"108","4,S,13,",,,,,,,"82.7","9,S","96.7","4,,,S","68.6","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-07",,,"444","4,S",,,,,"0","4,S","0","4,S","0","1,S","30","1,S","28","1,S","61","4,S,23,",,,"103","1,S,13,+","0","S","0","1,S",,,"81.7","4,S","96.6","1,,,S","66.7","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-09",,,"347","4,S",,,,,"0","2,S","0","2,S","0","2,S","28","2,S","22","2,S","55","2,S,30,+",,,"100","2,S,04,",,,"0","2,S",,,"78.2","4,S","92.7","2,,,S","63.7","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-10",,,"13","4,S",,,,,"0","4,S","0","4,S","0","2,S","29","2,S","0","2,S","41","4,S,17,+",,,"87","2,S,01,",,,"42","2,S",,,"63.9","4,S","81.3","2,,,S","46.5","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-11",,,"1","3,S",,,,,"0","1,S","0","1,S","0","2,S","25","2,S","0","2,S","34","1,S,30,",,,"85","2,S,05,",,,"179","2,S",,,"58.4","3,S","76.3","2,,,S","40.6","1,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2007-12",,,"0","3,S",,,,,"0","2,S","28","2,S","0","1,S","0","1,S","0","1,S","15","2,S,31,",,,"69","1,S,23,",,,"633","1,S",,,"42.1","3,S","58.0","1,,,S","26.3","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-01","0","S","0","4,S",,,,,"0","3,S","27","3,S","0","1,S","0","1,S","0","1,S","14","3,S,27,+",,,"56","1,S,31,+",,,"787","1,S",,,"36.1","4,S","49.7","1,,,S","22.5","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-02",,,,,,,,,"0","3,S","19","3,S","0","5,S","6","5,S","0","5,S","20","3,S,08,+",,,"83","5,S,29,+",,,,,,,"43.7","7,S","59.2","5,,,S","28.2","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-05",,,,,,,,,"0","5,S","0","5,S","0","5,S","25","5,S","22","5,S","50","5,S,09,",,,"103","5,S,21,",,,,,,,"76.4","7,S","93.6","5,,,S","59.3","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-06",,,,,,,,,,,,,"0",",S","30",",S","30",",S",,,,,"105",",S,26,",,,,,,,,,"98.5",",,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-07",,,"410","4,S",,,,,"0","1,S","0","1,S","0","3,S","28","3,S","28","3,S","57","1,S,21,+",,,"105","3,S,03,","0","S","0","3,S",,,"80.2","4,S","96.3","3,,,S","64.0","1,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-08",,,,,,,,,"0","4,S","0","4,S",,,,,,,"59","4,S,31,+",,,,,,,,,,,,,,,"63.2","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-09",,,"238","2,S",,,,,"0","2,S","0","2,S","0",",S","30",",S","19",",S","49","2,S,08,",,,"98",",S,04,",,,"0",",S",,,"73.4","2,S","90.9",",,,S","56.0","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-10",,,"85","4,S",,,,,"0",",S","0",",S","0","4,S","27","4,S","7","4,S","41",",S,24,",,,"94","4,S,04,+",,,"18","4,S",,,"67.3","4,S","86.1","4,,,S","48.4",",,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-11",,,,,,,,,,,,,"0","2,S","16","2,S","0","2,S",,,,,"87","2,S,07,",,,,,,,,,"72.3","2,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2008-12",,,,,,,,,,,,,"0","1,S","7","1,S","0","1,S",,,,,"75","1,S,01,",,,,,,,,,"63.7","1,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-01","0","S","0","3,S",,,,,"0","1,S","11","1,S","0","2,S","0","2,S","0","2,S","25","1,S,07,",,,"65","2,S,01,",,,"569","2,S",,,"44.6","3,S","56.0","2,,,S","33.3","1,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-02","0","S","0","2,S","4","5,S","2","5,S","0","1,S","1","1,S","0","1,S","5","1,S","0","1,S","32","1,S,07,","0.59","5,,S,10,","72","1,S,23,",,,"349","1,S","1.10","5,,,S","51.8","2,S","63.8","1,,,S","39.8","1,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-03",,,,,"4","2,S","3","2,S",,,,,"0","2,S","23","2,S","0","2,S",,,"0.51","2,,S,29,","81","2,S,16,+",,,,,"0.92","2,,,S",,,"73.9","2,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-04",,,"87","4,S",,,,,"0","4,S","0","4,S","0","2,S","24","2,S","3","2,S","44","4,S,08,",,,"92","2,S,27,",,,"37","2,S",,,"66.8","4,S","79.3","2,,,S","54.2","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-05",,,"440","4,S","0","1,S","0","1,S","0","3,S","0","3,S","0","1,S","30","1,S","23","1,S","55","3,S,05,","0.00","1,,S,31,+","100","1,S,18,",,,"0","1,S","0.00","1,,,S","81.2","4,S","94.2","1,,,S","68.1","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-06",,,,,,,,,,,,,"0","4,S","26","4,S","23","4,S",,,,,"105","4,S,28,",,,,,,,,,"95.3","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-07",,,,,"5","4,S","4","4,S",,,,,,,,,,,,,"1.42","4,,S,04,",,,,,,,"2.14","4,,,S",,,,,,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-08",,,"595","5,S","2","5,S","1","5,S","0","5,S","0","5,S","0",",S","31",",S","31",",S","66","5,S,24,","0.12","5,,S,24,","106",",S,05,",,,"0",",S","0.20","5,,,S","87.7","5,S","99.5",",,,S","75.9","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-09",,,"419","3,S","2","2,S","1","2,S","0","2,S","0","2,S","0","1,S","29","1,S","27","1,S","63","2,S,17,+","0.22","2,,S,17,","99","1,S,25,",,,"0","1,S","0.30","2,,,S","80.6","3,S","94.1","1,,,S","67.2","2,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-10",,,"107",",S","0","3,S","0","3,S","0",",S","0",",S","0",",S","31",",S","3",",S","42",",S,25,","0.00","3,,S,31,+","94",",S,01,",,,"54",",S","0.00","3,,,S","66.7",",S","80.4",",,,S","53.0",",,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2009-12",,,"0","5,S","2","2,S","1","2,S","0","5,S","11","5,S","0","1,S","1","1,S","0","1,S","27","5,S,07,","0.22","2,,S,30,","72","1,S,03,",,,"458","1,S","0.30","2,,,S","47.2","5,S","60.7","1,,,S","33.7","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-01",,,,,"4","4,S","4","4,S",,,,,"0",",S","2",",S","0",",S",,,"0.16","4,,S,29,","72",",S,22,",,,,,"0.53","4,,,S",,,"63.3",",,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-02",,,,,,,,,"0","5,S","8","5,S",,,,,,,"28","5,S,04,",,,,,,,,,,,,,,,"35.5","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-03",,,,,"3","3,S","3","3,S",,,,,"0","1,S","25","1,S","3","1,S",,,"0.41","3,,S,06,","91","1,S,20,+",,,,,"0.73","3,,,S",,,"79.8","1,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-04",,,"257","4,S","1","4,S","1","4,S","0","3,S","0","3,S","0","1,S","29","1,S","10","1,S","55","3,S,12,","0.28","4,,S,27,","95","1,S,18,+",,,"0","1,S","0.28","4,,,S","74.9","4,S","88.1","1,,,S","61.8","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-05",,,,,"3","2,S","2","2,S",,,,,"0","4,S","27","4,S","20","4,S",,,"0.35","2,,S,07,","104","4,S,26,",,,,,"0.59","2,,,S",,,"94.6","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-06",,,,,"3","3,S","1","3,S","0","5,S","0","5,S","0","2,S","28","2,S","25","2,S","63","5,S,16,+","0.20","3,,S,15,","106","2,S,22,+",,,,,"0.36","3,,,S","83.7","6,S","96.3","2,,,S","71.1","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-07",,,,,"5","3,S","4","3,S",,,,,"0","4,S","27","4,S","23","4,S",,,"2.87","3,,S,29,","106","4,S,19,",,,,,"3.94","3,,,S",,,"95.8","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-08",,,,,,,,,"0","4,S","0","4,S","0","3,S","28","3,S","17","3,S","54","4,S,01,",,,"100","3,S,22,",,,,,,,"80.8","7,S","91.5","3,,,S","70.1","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-09",,,"307","5,S",,,,,"0","4,S","0","4,S","0","1,S","29","1,S","12","1,S","56","4,S,25,",,,"97","1,S,02,",,,"0","1,S",,,"77.5","5,S","89.6","1,,,S","65.3","4,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-10",,,"192","4,S",,,,,"0","3,S","0","3,S","0","2,S","28","2,S","4","2,S","43","3,S,30,",,,"91","2,S,16,",,,"23","2,S",,,"71.0","4,S","84.6","2,,,S","57.3","3,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-11",,,,,,,,,,,,,"0","2,S","17","2,S","0","2,S",,,,,"81","2,S,04,",,,,,,,,,"72.0","2,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2010-12",,,,,,,,,,,,,"0","1,S","1","1,S","0","1,S",,,,,"72","1,S,21,",,,,,,,,,"63.1","1,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2011-01",,,,,,,,,,,,,"0","3,S","0","3,S","0","3,S",,,,,"68","3,S,28,+",,,,,,,,,"60.4","3,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2011-02",,,,,,,,,"0","5,S","1","5,S","0","2,S","0","2,S","0","2,S","32","5,S,19,",,,"70","2,S,02,",,,,,,,"46.5","6,S","57.2","2,,,S","35.7","5,,,S"
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2011-03",,,,,,,,,,,,,"0","2,S","22","2,S","0","2,S",,,,,"89","2,S,16,+",,,,,,,,,"74.9","2,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2011-04",,,,,,,,,,,,,"0","4,S","23","4,S","4","4,S",,,,,"95","4,S,26,",,,,,,,,,"78.9","4,,,S",,
"PK000041620","ZHOB, PK","31.35","69.467","1407.0","2011-05",,,,,"2","1,S","0","1,S",,,,,"0","4,S","27","4,S","24","4,S",,,"0.08","1,,S,05,","102","4,S,18,",,,,,"0.12","1,,,S",,,"95.6","4,,,S",,
